ordinalencoder__V2,ordinalencoder__V3,ordinalencoder__V4,ordinalencoder__V5,ordinalencoder__V7,ordinalencoder__V8,ordinalencoder__V11,remainder__V1,remainder__V6,remainder__V12,remainder__V13,remainder__V14,remainder__V15,target
7,0,1,0,1,0,8,44,424,27,1,-1,0,1
3,2,0,0,1,0,8,39,109,699,3,-1,0,1
1,1,3,0,1,0,8,46,1044,43,1,-1,0,1
1,1,1,0,1,0,8,39,983,97,1,-1,0,1
0,1,1,0,0,0,8,34,869,1677,1,-1,0,2
1,1,0,0,1,0,8,40,668,283,2,-1,0,1
4,1,2,0,1,0,8,50,964,323,1,-1,0,1
4,2,1,0,1,0,8,31,301,82,1,-1,0,1
0,2,1,0,1,0,8,37,140,310,1,-1,0,1
4,2,1,0,1,0,8,39,1877,185,1,-1,0,1
1,1,0,0,1,0,8,51,1127,47,1,-1,0,1
9,1,1,0,1,0,8,41,871,145,1,-1,0,1
9,1,1,0,1,1,8,41,767,204,1,-1,0,1
1,1,1,0,0,0,8,43,0,187,1,-1,0,1
7,2,1,0,1,0,8,30,209,30,2,-1,0,1
4,0,0,0,0,0,8,54,0,472,1,-1,0,1
1,0,1,0,1,1,8,43,110,448,1,-1,0,1
4,0,2,0,1,1,8,59,-76,264,1,-1,0,1
9,1,3,0,1,0,8,47,178,169,1,-1,0,1
1,1,0,0,1,0,8,40,-66,288,1,-1,0,1
9,1,1,0,1,0,8,32,0,176,2,-1,0,1
1,1,1,0,1,0,8,29,1,215,1,-1,0,1
1,1,1,0,1,0,8,36,0,337,1,-1,0,1
10,1,2,0,0,0,8,55,5345,278,1,-1,0,1
1,0,1,0,1,0,8,30,-209,188,2,-1,0,1
0,2,1,0,1,0,8,39,0,174,2,-1,0,1
1,0,1,0,1,0,8,39,42,226,2,-1,0,1
1,0,1,0,1,0,8,50,41,190,1,-1,0,1
1,1,1,0,1,0,8,44,-99,111,2,-1,0,1
9,2,1,0,1,0,8,37,17,164,1,-1,0,1
0,1,0,0,1,1,8,46,276,157,2,-1,0,1
9,2,3,0,0,0,8,32,-170,46,1,-1,0,1
4,2,2,0,1,1,8,37,230,374,1,-1,0,1
1,1,1,0,1,0,8,29,9,349,1,-1,0,1
1,1,1,0,1,0,8,41,946,325,1,-1,0,1
1,1,0,0,1,0,8,45,1297,233,2,-1,0,1
5,0,1,0,1,0,8,57,-331,531,1,-1,0,1
1,2,1,0,1,0,8,48,44,153,1,-1,0,1
5,1,1,1,0,0,8,60,15,80,1,-1,0,1
0,2,1,0,1,0,8,26,712,232,1,-1,0,1
5,1,1,0,1,0,8,58,5435,118,1,-1,0,1
0,1,1,0,1,0,8,34,507,190,1,-1,0,1
10,0,1,0,1,0,8,55,387,918,1,-1,0,2
1,1,0,0,1,1,8,41,0,238,1,-1,0,1
4,0,1,0,1,0,8,50,1716,82,1,-1,0,1
2,1,1,0,1,1,8,49,167,198,3,-1,0,1
0,1,3,0,0,1,8,44,40,160,2,-1,0,1
1,1,0,0,1,0,8,44,148,211,1,-1,0,1
9,1,1,0,1,1,8,31,17,120,1,-1,0,1
1,2,2,0,1,0,8,34,1011,136,1,-1,0,1
4,2,3,0,1,0,8,46,1527,269,1,-1,0,1
4,1,2,0,0,0,8,42,744,157,1,-1,0,1
0,1,1,0,1,0,8,52,484,128,1,-1,0,1
4,2,2,0,1,0,8,29,0,211,1,-1,0,1
5,1,0,0,1,0,8,53,136,267,2,-1,0,1
1,1,1,0,1,0,8,43,1335,371,2,-1,0,1
4,1,1,0,1,0,8,38,517,288,2,-1,0,1
4,1,2,0,1,0,8,46,459,221,1,-1,0,1
4,0,3,0,1,0,8,48,549,427,1,-1,0,1
0,0,1,0,1,1,8,30,83,310,1,-1,0,1
1,1,0,0,0,0,8,44,213,158,1,-1,0,1
3,1,0,0,1,0,8,31,203,604,3,-1,0,1
7,2,1,0,1,0,8,42,518,198,1,-1,0,1
4,2,2,0,1,0,8,40,3877,145,1,-1,0,1
0,1,1,0,1,0,8,52,1236,247,1,-1,0,1
1,0,1,0,1,0,8,45,756,179,2,-1,0,1
1,1,1,0,1,0,8,48,157,73,1,-1,0,1
1,1,0,0,1,0,8,45,-66,263,2,-1,0,1
1,1,3,0,1,0,8,34,245,13,1,-1,0,1
1,1,0,0,1,0,8,34,-144,79,2,-1,0,1
1,1,1,0,1,0,8,46,71,416,1,-1,0,1
7,0,1,0,1,0,8,49,505,162,1,-1,0,1
9,1,0,0,1,0,8,50,249,129,1,-1,0,1
0,2,1,0,1,0,8,34,0,150,1,-1,0,1
10,2,1,0,1,0,8,40,11,43,1,-1,0,1
0,1,1,0,1,0,8,36,639,191,1,-1,0,1
1,0,3,0,1,0,8,59,124,26,1,-1,0,1
1,1,1,0,1,0,8,45,82,250,1,-1,0,1
6,1,2,0,1,0,8,36,107,146,1,-1,0,1
7,1,1,0,1,0,8,56,473,416,1,-1,0,1
7,0,1,0,1,1,8,42,372,121,2,-1,0,1
0,1,1,0,1,0,8,30,46,114,2,-1,0,1
8,2,2,0,1,0,8,30,34,289,1,-1,0,1
6,1,3,0,1,0,8,47,935,225,1,-1,0,1
1,1,1,0,1,0,8,33,-10,123,1,-1,0,1
0,1,1,0,1,0,8,36,-106,130,2,-1,0,1
7,0,0,0,1,0,8,39,471,161,2,-1,0,1
0,0,1,0,1,0,8,56,778,149,2,-1,0,1
1,0,3,0,1,0,8,39,170,268,2,-1,0,1
9,1,1,0,1,0,8,42,315,259,2,-1,0,1
1,1,1,0,0,0,8,52,3165,26,1,-1,0,1
0,0,1,0,1,0,8,36,131,153,1,-1,0,1
2,1,1,1,1,0,8,35,204,424,2,-1,0,1
9,1,1,0,1,0,8,47,83,179,2,-1,0,1
7,0,1,0,1,1,8,59,0,97,1,-1,0,1
1,1,0,0,1,1,8,57,5431,383,1,-1,0,1
4,1,3,0,1,0,8,38,1759,440,1,-1,0,1
10,1,1,0,1,0,8,46,-125,23,1,-1,0,1
1,1,1,0,0,0,8,34,0,195,1,-1,0,1
7,2,1,0,1,0,8,28,5090,1297,3,-1,0,2
9,1,3,0,1,0,8,38,573,87,1,-1,0,1
1,1,1,0,1,0,8,56,1602,427,1,-1,0,1
1,2,0,1,1,1,8,41,-137,189,1,-1,0,1
9,1,3,0,0,0,8,52,0,195,1,-1,0,1
7,1,1,0,0,0,8,54,193,179,1,-1,0,1
5,1,1,0,1,1,8,61,195,179,1,-1,0,1
2,1,1,0,0,0,8,53,288,69,1,-1,0,1
9,1,1,0,1,0,8,47,19,105,2,-1,0,1
1,1,0,0,1,0,8,53,25,266,3,-1,0,1
7,1,1,0,1,0,8,46,216,524,2,-1,0,1
1,0,0,0,1,1,8,39,190,96,2,-1,0,1
9,0,1,0,1,0,8,56,99,155,2,-1,0,1
7,0,0,0,1,0,8,55,2298,162,2,-1,0,1
4,1,2,0,1,0,8,44,17,352,2,-1,0,1
9,1,0,0,1,0,8,37,0,76,4,-1,0,1
1,1,0,0,1,0,8,35,0,154,2,-1,0,1
1,1,1,0,1,0,8,55,840,310,2,-1,0,1
7,1,1,0,1,0,8,37,358,390,3,-1,0,1
9,2,1,0,1,0,8,30,0,369,1,-1,0,1
1,1,0,0,1,1,8,37,-325,112,2,-1,0,1
9,2,1,0,1,0,8,36,-15,341,3,-1,0,1
9,1,1,0,1,0,8,38,581,79,1,-1,0,1
0,0,0,0,1,0,8,41,4070,140,2,-1,0,1
5,1,1,0,0,1,8,48,74,315,1,-1,0,1
7,0,1,0,1,0,8,55,141,262,2,-1,0,1
7,0,1,0,0,0,8,28,89,174,2,-1,0,1
7,1,1,1,1,0,8,54,0,138,3,-1,0,1
1,1,1,0,0,0,8,30,450,526,2,-1,0,1
9,1,2,0,0,0,8,48,310,135,1,-1,0,1
6,1,1,0,1,0,8,31,0,36,5,-1,0,1
1,1,1,0,1,0,8,38,384,1906,3,-1,0,1
1,1,1,0,1,0,8,37,395,219,2,-1,0,1
7,2,3,0,1,0,8,37,-118,147,2,-1,0,1
1,1,0,0,1,1,8,56,5,407,2,-1,0,1
1,1,1,0,1,1,8,51,50,121,1,-1,0,1
1,1,1,0,1,1,8,39,285,209,1,-1,0,1
9,1,3,0,0,0,8,49,15,92,2,-1,0,1
1,1,0,0,1,1,8,51,653,208,1,-1,0,1
6,1,1,0,1,0,8,43,918,193,1,-1,0,1
7,1,1,0,1,1,8,32,243,144,1,-1,0,1
9,2,2,0,1,0,8,29,405,65,1,-1,0,1
4,0,2,0,1,0,8,48,1328,339,1,-1,0,1
7,1,0,0,1,0,8,55,255,285,1,-1,0,1
1,1,1,0,1,0,8,53,3397,231,1,-1,0,1
9,1,3,0,1,0,8,47,2106,168,1,-1,0,1
4,1,2,0,1,0,8,39,2877,278,1,-1,0,1
1,2,2,0,1,1,8,31,60,389,1,-1,0,1
1,1,0,0,1,0,8,39,2226,158,1,-1,0,1
1,1,0,0,1,0,8,40,2880,145,2,-1,0,1
9,2,3,0,1,0,8,40,-5,78,2,-1,0,1
9,1,1,0,0,0,8,48,147,142,3,-1,0,1
9,0,1,0,1,1,8,33,7,87,1,-1,0,1
9,1,1,0,1,0,8,40,109,147,2,-1,0,1
5,1,0,0,1,0,8,59,-119,289,1,-1,0,1
9,1,1,0,1,0,8,30,484,703,1,-1,0,2
4,2,2,0,1,0,8,31,1852,170,3,-1,0,1
10,1,1,0,1,0,8,35,533,802,1,-1,0,1
9,0,1,0,1,0,8,54,21,381,2,-1,0,1
0,2,3,0,1,0,8,34,2434,218,4,-1,0,1
9,1,1,0,1,1,8,32,90,57,2,-1,0,1
0,0,3,0,1,0,8,56,4246,304,2,-1,0,1
0,2,2,0,1,0,8,32,395,241,3,-1,0,1
1,1,0,0,1,0,8,42,15,230,1,-1,0,1
7,1,2,0,0,0,8,33,85,262,3,-1,0,1
2,1,2,0,1,1,8,52,-184,392,2,-1,0,1
7,1,1,0,0,0,8,52,660,201,2,-1,0,1
1,0,0,1,1,0,8,52,-183,145,1,-1,0,1
10,0,1,0,1,0,8,30,1144,252,1,-1,0,1
7,0,1,0,1,0,8,44,1,235,4,-1,0,1
0,1,1,0,1,1,8,35,69,235,2,-1,0,1
4,2,1,0,1,0,8,55,220,328,2,-1,0,1
1,1,0,0,1,0,8,33,332,116,2,-1,0,1
1,2,1,0,1,0,8,37,240,246,1,-1,0,1
9,2,1,0,1,0,8,42,0,293,1,-1,0,1
10,1,1,0,1,0,8,43,0,37,2,-1,0,1
2,1,2,0,1,0,8,38,898,132,2,-1,0,1
9,1,1,0,1,1,8,37,123,530,2,-1,0,1
8,2,1,0,1,0,8,31,252,175,3,-1,0,1
4,1,2,0,1,0,8,41,65,524,2,-1,0,1
9,1,1,0,1,1,8,41,-366,29,3,-1,0,1
8,2,1,0,1,0,8,29,209,311,2,-1,0,1
0,2,1,0,1,0,8,38,221,211,2,-1,0,1
6,0,2,0,1,0,8,44,4,312,3,-1,0,1
0,1,1,0,1,0,8,39,104,412,1,-1,0,1
9,2,1,0,1,0,8,28,312,392,1,-1,0,1
1,1,1,0,1,0,8,33,-349,191,1,-1,0,1
7,1,3,0,0,0,8,41,4,284,2,-1,0,1
1,1,0,0,1,1,8,40,-322,144,1,-1,0,1
0,1,1,0,1,0,8,29,-150,328,1,-1,0,1
4,1,3,0,1,0,8,38,1349,100,1,-1,0,1
0,1,2,0,1,0,8,32,281,226,1,-1,0,1
7,1,1,0,1,0,8,45,1259,507,1,-1,0,1
0,2,1,0,1,0,8,33,101,392,1,-1,0,1
1,1,1,0,1,0,8,34,848,684,2,-1,0,1
2,1,3,0,1,0,8,41,89,333,2,-1,0,1
1,1,1,0,1,0,8,41,140,311,3,-1,0,1
0,2,1,0,1,0,8,35,148,128,2,-1,0,1
9,2,1,0,1,0,8,40,200,322,2,-1,0,1
6,1,0,0,1,0,8,60,46,202,4,-1,0,1
7,0,1,0,1,0,8,47,201,92,2,-1,0,1
1,1,0,0,1,0,8,46,530,739,3,-1,0,1
1,2,1,0,1,0,8,31,0,273,2,-1,0,1
6,1,1,0,1,0,8,49,1,260,3,-1,0,1
1,1,1,0,1,0,8,29,43,268,2,-1,0,1
4,2,2,0,1,0,8,31,-173,396,2,-1,0,1
4,1,2,0,1,0,8,38,389,262,1,-1,0,1
1,1,0,0,1,1,8,37,215,308,3,-1,0,1
9,1,1,0,1,0,8,35,-131,467,2,-1,0,1
4,2,1,0,1,0,8,31,783,320,1,-1,0,1
0,1,1,0,1,0,8,41,0,160,3,-1,0,1
7,1,3,0,1,0,8,46,80,245,2,-1,0,1
7,0,1,0,1,0,8,40,105,189,2,-1,0,1
0,1,1,0,1,1,8,29,182,477,1,-1,0,1
0,1,1,0,1,0,8,49,82,310,1,-1,0,1
4,1,2,0,1,0,8,42,0,65,3,-1,0,1
7,1,1,0,1,0,8,54,510,196,2,-1,0,1
4,2,2,0,1,0,8,40,242,221,2,-1,0,1
0,1,1,0,1,1,8,53,244,197,2,-1,0,1
4,1,2,0,1,0,8,49,92,221,2,-1,0,1
1,1,0,1,1,0,8,40,0,64,2,-1,0,1
8,2,1,0,1,0,8,29,948,75,2,-1,0,1
1,1,0,0,1,0,8,36,23,400,2,-1,0,1
9,1,1,0,1,0,8,37,710,378,3,-1,0,1
7,1,1,0,1,0,8,39,1205,118,2,-1,0,1
9,1,1,0,1,1,8,36,368,1597,2,-1,0,2
2,1,2,0,1,0,8,44,1631,346,2,-1,0,1
0,1,1,0,1,0,8,40,6,60,3,-1,0,1
1,1,1,0,1,0,8,49,26,276,2,-1,0,1
9,2,3,0,1,0,8,30,-48,152,2,-1,0,1
4,1,2,0,1,0,8,57,2142,251,3,-1,0,1
7,2,1,0,1,1,8,24,77,390,2,-1,0,1
1,1,3,0,1,0,8,46,401,306,2,-1,0,1
0,1,1,0,0,0,8,33,21,189,3,-1,0,1
7,0,1,0,1,0,8,43,0,125,2,-1,0,1
0,2,1,0,1,0,8,43,-497,234,2,-1,0,1
1,0,0,0,0,0,8,40,369,79,2,-1,0,1
9,2,3,0,1,0,8,44,78,13,6,-1,0,1
9,2,2,0,1,1,8,35,226,283,3,-1,0,1
9,1,1,0,1,0,8,47,503,109,2,-1,0,1
1,1,1,0,1,0,8,33,372,132,2,-1,0,1
0,1,1,0,1,1,8,31,0,144,2,-1,0,1
1,0,1,0,1,0,8,40,0,121,2,-1,0,1
2,1,2,0,1,0,8,36,125,95,3,-1,0,1
5,0,0,0,1,0,8,56,4,31,3,-1,0,1
0,2,3,0,1,0,8,40,419,112,3,-1,0,1
0,0,1,0,1,0,8,41,322,87,4,-1,0,1
5,1,1,0,1,0,8,53,303,593,2,-1,0,1
1,1,1,0,1,0,8,39,607,99,2,-1,0,1
1,0,1,0,1,0,8,44,579,198,2,-1,0,1
0,1,1,0,1,0,8,38,3047,285,2,-1,0,1
9,0,1,0,1,0,8,54,83,190,3,-1,0,1
4,1,2,0,1,0,8,58,68,172,5,-1,0,1
1,1,0,0,1,0,8,52,58,213,3,-1,0,1
0,2,1,0,1,0,8,28,251,178,2,-1,0,1
1,1,1,0,1,0,8,36,688,174,2,-1,0,1
5,1,0,0,1,0,8,60,364,631,2,-1,0,1
7,0,1,0,1,0,8,42,55,176,5,-1,0,1
0,1,1,0,1,0,8,42,101,32,3,-1,0,1
4,1,2,0,1,0,8,44,105,1529,2,-1,0,1
1,0,0,0,1,0,8,51,325,254,2,-1,0,1
1,1,0,0,1,0,8,49,198,200,2,-1,0,1
2,1,3,0,1,0,8,47,209,135,2,-1,0,1
1,1,1,0,1,0,8,37,183,112,4,-1,0,1
4,1,2,0,1,0,8,34,105,314,3,-1,0,1
7,1,1,0,1,0,8,35,109,597,3,-1,0,1
1,2,1,0,1,1,8,35,376,207,3,-1,0,1
1,1,0,0,1,0,8,40,-7,410,2,-1,0,1
9,1,1,0,0,0,8,55,0,160,3,-1,0,1
5,1,1,0,1,0,8,55,143,42,3,-1,0,1
4,2,2,0,1,0,8,35,550,55,2,-1,0,1
1,1,0,0,1,0,8,57,162,155,2,-1,0,1
4,1,2,0,1,0,8,53,115,336,3,-1,0,1
1,1,0,0,1,0,8,41,512,233,2,-1,0,1
1,1,3,0,1,0,8,57,807,211,2,-1,0,1
1,1,3,0,1,0,8,45,248,88,5,-1,0,1
1,1,0,0,1,0,8,43,1211,208,3,-1,0,1
6,1,3,0,0,0,8,56,7,305,2,-1,0,1
2,1,2,0,1,0,8,31,281,206,2,-1,0,1
1,2,1,0,1,0,8,37,88,128,2,-1,0,1
4,1,2,0,1,0,8,30,32,122,3,-1,0,1
0,2,1,0,1,0,8,30,115,66,3,-1,0,1
1,1,1,0,1,0,8,54,254,66,2,-1,0,1
4,1,2,0,1,0,8,36,144,164,2,-1,0,1
10,1,2,0,0,0,8,55,383,343,3,-1,0,1
0,2,1,0,1,1,8,37,569,126,2,-1,0,1
3,1,1,0,1,0,8,38,0,59,3,-1,0,1
0,1,1,0,1,0,8,48,3754,249,3,-1,0,1
3,0,2,0,1,0,8,55,6920,406,3,-1,0,1
7,1,1,0,1,1,8,59,307,250,7,-1,0,1
9,1,1,0,1,0,8,37,-421,183,5,-1,0,1
1,0,1,0,0,0,8,33,60,190,3,-1,0,1
1,1,0,0,1,0,8,44,67,220,2,-1,0,1
9,1,1,0,1,0,8,57,402,153,3,-1,0,1
6,2,2,0,0,0,8,30,800,95,2,-1,0,1
9,1,2,0,1,1,8,42,239,191,3,-1,0,1
1,0,1,0,1,0,8,51,421,216,2,-1,0,1
0,0,1,0,1,0,8,44,161,89,2,-1,0,1
9,1,1,1,0,0,8,46,289,51,3,-1,0,1
8,2,1,0,1,0,8,29,110,169,3,-1,0,1
1,1,0,0,1,0,8,39,245,148,3,-1,0,1
7,1,1,0,1,0,8,42,0,132,3,-1,0,1
1,1,0,0,1,0,8,50,156,117,3,-1,0,1
9,2,1,0,1,0,8,42,0,275,4,-1,0,1
0,1,1,0,1,0,8,39,20,124,2,-1,0,1
9,2,2,0,1,0,8,55,92,118,3,-1,0,1
7,1,1,0,1,0,8,46,89,479,2,-1,0,1
1,1,1,0,1,0,8,42,166,285,3,-1,0,1
4,1,2,0,1,0,8,45,103,35,4,-1,0,1
1,1,0,0,1,0,8,43,-454,322,2,-1,0,1
0,1,1,0,1,0,8,42,445,202,2,-1,0,1
0,1,1,0,0,0,8,30,4,172,8,-1,0,1
1,1,1,0,1,0,8,47,1001,201,4,-1,0,1
7,0,1,0,1,0,8,51,-69,216,3,-1,0,1
9,2,1,0,1,0,8,38,42,195,2,-1,0,1
9,1,3,0,1,0,8,57,1617,96,2,-1,0,1
4,0,2,0,1,0,8,42,221,720,2,-1,0,1
9,0,1,0,1,1,8,32,210,188,2,-1,0,1
4,1,2,0,0,0,8,46,0,70,2,-1,0,1
8,2,2,0,1,0,8,29,185,141,3,-1,0,1
5,1,1,0,1,0,8,59,836,106,1,-1,0,1
1,2,1,0,1,0,8,32,301,395,2,-1,0,1
1,1,0,0,1,0,8,44,503,629,2,-1,0,1
5,1,0,0,1,0,8,40,407,502,1,-1,0,1
1,2,1,0,1,0,8,31,53,446,1,-1,0,1
6,1,2,0,1,0,8,46,2303,241,1,-1,0,1
4,1,2,0,1,0,8,43,144,131,3,-1,0,1
7,1,1,0,1,0,8,34,205,312,1,-1,0,1
4,1,2,0,1,0,8,39,305,275,6,-1,0,1
1,0,1,0,1,1,8,30,251,120,2,-1,0,1
5,1,1,0,1,0,8,56,0,333,4,-1,0,1
9,1,1,0,0,0,8,29,8,113,1,-1,0,1
1,0,1,0,1,0,8,40,139,91,1,-1,0,1
7,1,1,0,1,0,8,36,184,128,3,-1,0,1
1,2,1,0,1,0,8,37,238,200,2,-1,0,1
0,1,1,0,0,0,8,35,0,326,1,-1,0,1
1,1,0,1,1,0,8,35,0,292,1,-1,0,1
7,1,0,0,1,0,8,47,222,68,1,-1,0,1
7,1,1,0,1,0,8,31,414,215,1,-1,0,1
5,2,0,0,1,0,8,56,223,97,1,-1,0,1
9,1,1,0,0,0,8,57,197,32,1,-1,0,1
1,1,1,0,1,0,8,36,-251,162,1,-1,0,1
6,0,1,0,1,0,8,45,-139,152,3,-1,0,1
1,1,3,0,1,0,8,47,733,268,1,-1,0,1
9,2,2,0,1,0,8,29,0,104,2,-1,0,1
7,1,1,0,0,0,8,57,1,852,1,-1,0,1
1,1,0,0,1,0,8,45,97,923,3,-1,0,1
1,2,0,0,1,0,8,31,435,159,2,-1,0,1
4,0,2,0,1,0,8,31,0,953,3,-1,0,1
9,2,2,0,0,0,8,37,147,416,2,-1,0,1
9,2,2,0,1,0,8,30,3,174,1,-1,0,1
7,0,1,0,1,1,8,58,1109,180,1,-1,0,1
7,1,1,0,1,0,8,33,404,139,1,-1,0,1
1,1,0,0,1,0,8,39,981,294,1,-1,0,1
1,2,0,0,1,0,8,33,95,102,1,-1,0,1
7,1,1,0,1,0,8,34,302,124,1,-1,0,1
7,0,1,0,1,1,8,36,-290,128,1,-1,0,1
7,2,1,0,1,0,8,37,259,130,1,-1,0,1
1,1,1,0,1,1,8,35,527,143,1,-1,0,1
5,1,1,0,1,0,8,55,102,74,1,-1,0,1
4,2,2,0,1,0,8,34,872,105,2,-1,0,1
4,0,2,0,1,0,8,40,490,477,2,-1,0,1
1,2,0,0,1,0,8,42,19,158,1,-1,0,1
1,1,1,0,1,0,8,37,16,250,1,-1,0,1
4,1,2,0,1,0,8,42,386,168,1,-1,0,1
9,2,1,0,1,0,8,35,539,520,1,-1,0,1
9,0,1,0,1,0,8,44,-329,171,1,-1,0,1
7,2,1,0,1,0,8,30,-174,113,1,-1,0,1
2,1,1,0,1,0,8,45,68,254,1,-1,0,1
1,2,3,1,1,0,8,35,-532,149,1,-1,0,1
0,0,1,0,1,0,8,36,0,133,2,-1,0,1
1,1,1,0,1,0,8,49,64,293,3,-1,0,1
1,2,1,0,1,0,8,31,1415,485,1,-1,0,1
9,2,1,0,1,0,8,31,147,374,1,-1,0,1
1,1,1,0,1,0,8,39,72,425,6,-1,0,1
7,2,1,0,1,0,8,37,-196,207,1,-1,0,1
1,1,0,0,1,0,8,33,716,83,3,-1,0,1
4,1,2,0,1,0,8,37,0,228,1,-1,0,1
7,1,1,0,1,0,8,42,-246,149,1,-1,0,1
1,1,1,0,1,0,8,56,-203,139,1,-1,0,1
0,2,1,0,1,1,8,37,245,732,2,-1,0,2
7,2,1,0,1,0,8,36,342,142,1,-1,0,1
9,2,2,0,1,0,8,29,3,359,1,-1,0,1
4,1,2,1,1,1,8,54,-248,112,1,-1,0,1
1,1,1,0,1,0,8,38,376,1521,1,-1,0,1
1,0,1,0,1,0,8,43,370,216,1,-1,0,1
0,2,1,0,1,0,8,47,594,161,1,-1,0,1
1,1,1,0,1,0,8,47,387,122,2,-1,0,1
7,1,1,0,1,0,8,38,208,800,1,-1,0,1
1,1,1,0,1,0,8,40,563,615,1,-1,0,1
7,0,1,0,1,1,8,33,392,254,1,-1,0,1
5,1,1,0,0,0,8,33,165,111,1,-1,0,1
0,0,3,0,1,0,8,53,236,354,1,-1,0,1
7,1,0,0,1,0,8,37,52,359,1,-1,0,1
4,2,2,0,1,0,8,40,1265,97,1,-1,0,1
1,1,0,0,1,0,8,37,693,327,3,-1,0,1
9,1,1,0,1,0,8,35,118,236,1,-1,0,1
1,1,0,0,1,0,8,49,3659,160,1,-1,0,1
1,2,1,0,1,0,8,26,24,180,1,-1,0,1
4,2,2,0,1,0,8,38,673,184,1,-1,0,1
6,1,1,0,0,0,8,52,273,227,1,-1,0,1
7,0,1,0,1,0,8,33,327,109,1,-1,0,1
0,2,1,0,1,0,8,31,299,492,2,-1,0,1
1,1,1,0,1,0,8,32,0,298,1,-1,0,1
1,2,0,0,1,0,8,35,109,83,2,-1,0,1
4,0,2,0,0,0,8,55,552,241,2,-1,0,1
1,0,0,0,1,0,8,32,473,204,2,-1,0,1
11,2,3,0,1,0,8,37,414,131,1,-1,0,1
1,1,1,0,1,0,8,45,154,1138,1,-1,0,2
9,1,1,0,1,0,8,31,344,123,1,-1,0,1
0,1,1,0,1,0,8,38,8,125,1,-1,0,1
7,1,1,0,1,0,8,37,78,295,2,-1,0,1
1,1,1,0,1,0,8,38,266,287,1,-1,0,1
3,1,2,0,1,1,8,33,98,109,1,-1,0,1
1,1,0,0,1,0,8,38,83,140,2,-1,0,1
4,2,2,1,1,0,8,37,45,204,1,-1,0,1
10,1,2,0,1,0,8,29,8,233,1,-1,0,1
4,1,2,0,1,0,8,42,263,254,1,-1,0,1
1,1,1,0,1,0,8,40,306,184,2,-1,0,1
4,1,2,0,1,0,8,32,233,193,1,-1,0,1
4,0,2,0,0,1,8,47,447,126,1,-1,0,1
8,2,1,0,1,0,8,29,872,230,1,-1,0,1
7,0,0,0,1,1,8,53,-291,591,1,-1,0,2
7,1,2,0,1,1,8,31,309,294,1,-1,0,1
1,1,1,0,1,0,8,59,202,173,1,-1,0,1
2,1,0,0,1,1,8,29,56,336,1,-1,0,1
1,1,0,0,1,1,8,59,229,19,1,-1,0,1
1,1,0,0,1,0,8,44,143,153,1,-1,0,1
0,2,1,0,1,0,8,38,100,786,1,-1,0,2
0,1,1,0,1,0,8,49,326,99,2,-1,0,1
1,1,1,0,1,0,8,43,167,243,1,-1,0,1
0,2,1,0,1,0,8,52,545,260,1,-1,0,1
0,1,1,0,1,1,8,40,2100,164,2,-1,0,1
7,1,1,0,1,1,8,32,0,255,2,-1,0,1
0,1,0,0,1,0,8,47,192,47,1,-1,0,1
4,1,2,0,1,0,8,33,442,463,1,-1,0,1
4,1,2,0,1,0,8,35,267,192,1,-1,0,1
7,2,1,0,1,0,8,27,0,388,7,-1,0,1
1,1,0,0,1,0,8,50,377,221,1,-1,0,1
5,1,1,0,0,0,8,44,7624,126,5,-1,0,1
6,1,0,0,1,0,8,43,66,175,5,-1,0,1
1,1,3,0,1,0,8,51,37,256,6,-1,0,1
0,2,1,0,1,0,8,32,64,202,2,-1,0,1
4,0,2,0,1,0,8,47,34,104,1,-1,0,1
0,0,1,0,1,0,8,34,627,283,2,-1,0,1
6,1,0,0,1,0,8,57,1013,448,1,-1,0,1
0,2,1,0,1,0,8,43,140,127,1,-1,0,1
7,2,2,0,1,0,8,40,8823,378,1,-1,0,1
1,2,1,0,1,0,8,28,97,67,1,-1,0,1
1,1,3,0,1,0,8,38,5,221,2,-1,0,1
10,0,1,0,1,0,8,37,74,150,1,-1,0,1
0,1,1,0,1,0,8,44,58544,144,2,-1,0,1
9,1,1,0,1,0,8,41,169,296,2,-1,0,1
6,1,2,0,1,0,8,37,444,401,2,-1,0,1
7,2,2,0,1,0,8,30,542,435,2,-1,0,1
1,1,1,0,1,0,8,32,-205,388,1,-1,0,1
4,2,2,0,1,0,8,30,112,245,1,-1,0,1
7,1,1,0,0,0,8,35,39,143,1,-1,0,1
1,1,1,0,1,0,8,55,1268,223,2,-1,0,1
1,1,1,0,1,0,8,52,-98,423,1,-1,0,1
0,1,1,0,1,1,8,33,44,231,1,-1,0,1
5,1,0,0,1,1,8,55,-90,634,2,-1,0,1
1,1,1,0,0,0,8,33,0,107,1,-1,0,1
1,1,1,1,1,1,8,40,-94,227,1,-1,0,1
1,1,1,1,1,0,8,39,-345,69,1,-1,0,1
1,1,1,0,1,0,8,54,-932,799,1,-1,0,1
1,1,0,0,1,0,8,39,20,109,1,-1,0,1
1,1,1,0,1,0,8,49,90,127,1,-1,0,1
0,1,1,0,1,0,8,52,31,120,1,-1,0,1
4,2,2,0,1,1,8,27,134,68,3,-1,0,1
7,1,1,0,1,0,8,26,0,180,2,-1,0,1
1,1,1,0,1,0,8,40,61,112,3,-1,0,1
1,1,1,1,1,0,8,47,-5,444,1,-1,0,1
7,2,1,0,0,0,8,31,-45,246,2,-1,0,1
1,2,1,0,1,1,8,53,156,259,4,-1,0,1
